id,timestamp,device_id,temperature,humidity
151,2024-08-01 02:30:00+00:00,device-001,23.55,44.76
152,2024-08-01 02:31:00+00:00,device-001,24.27,44.56
153,2024-08-01 02:32:00+00:00,device-001,23.29,44.12
154,2024-08-01 02:33:00+00:00,device-001,23.8,43.52
155,2024-08-01 02:34:00+00:00,device-001,23.56,44.65
156,2024-08-01 02:35:00+00:00,device-001,24.07,43.7
157,2024-08-01 02:36:00+00:00,device-001,23.47,44.37
158,2024-08-01 02:37:00+00:00,device-001,23.87,44.16
159,2024-08-01 02:38:00+00:00,device-001,23.97,44.07
160,2024-08-01 02:39:00+00:00,device-001,23.36,42.98
161,2024-08-01 02:40:00+00:00,device-001,23.2,44.41
162,2024-08-01 02:41:00+00:00,device-001,24.03,44.41
163,2024-08-01 02:42:00+00:00,device-001,23.2,43.54
164,2024-08-01 02:43:00+00:00,device-001,24.18,44.42
165,2024-08-01 02:44:00+00:00,device-001,23.51,44.16
166,2024-08-01 02:45:00+00:00,device-001,23.57,44.16
167,2024-08-01 02:46:00+00:00,device-001,23.48,44.44
168,2024-08-01 02:47:00+00:00,device-001,23.64,43.86
169,2024-08-01 02:48:00+00:00,device-001,23.62,44.25
170,2024-08-01 02:49:00+00:00,device-001,23.75,44.65
171,2024-08-01 02:50:00+00:00,device-001,23.93,44.54
172,2024-08-01 02:51:00+00:00,device-001,23.19,43.97
173,2024-08-01 02:52:00+00:00,device-001,23.16,44.33
174,2024-08-01 02:53:00+00:00,device-001,23.49,44.18
175,2024-08-01 02:54:00+00:00,device-001,22.94,44.09
176,2024-08-01 02:55:00+00:00,device-001,23.68,44.7
177,2024-08-01 02:56:00+00:00,device-001,22.88,44.24
178,2024-08-01 02:57:00+00:00,device-001,23.84,45.0
179,2024-08-01 02:58:00+00:00,device-001,23.37,44.39
180,2024-08-01 02:59:00+00:00,device-001,23.32,45.13
181,2024-08-01 03:00:00+00:00,device-001,23.95,43.58
182,2024-08-01 03:01:00+00:00,device-001,22.98,45.27
183,2024-08-01 03:02:00+00:00,device-001,23.74,43.7
184,2024-08-01 03:03:00+00:00,device-001,22.84,43.87
185,2024-08-01 03:04:00+00:00,device-001,23.26,44.38
186,2024-08-01 03:05:00+00:00,device-001,23.68,44.43
187,2024-08-01 03:06:00+00:00,device-001,23.28,44.52
188,2024-08-01 03:07:00+00:00,device-001,23.46,44.45
189,2024-08-01 03:08:00+00:00,device-001,23.38,44.21
190,2024-08-01 03:09:00+00:00,device-001,23.08,43.64
191,2024-08-01 03:10:00+00:00,device-001,22.76,44.14
192,2024-08-01 03:11:00+00:00,device-001,23.34,43.96
193,2024-08-01 03:12:00+00:00,device-001,22.46,44.67
194,2024-08-01 03:13:00+00:00,device-001,22.76,44.21
195,2024-08-01 03:14:00+00:00,device-001,22.91,44.31
196,2024-08-01 03:15:00+00:00,device-001,23.56,43.37
197,2024-08-01 03:16:00+00:00,device-001,23.01,44.07
198,2024-08-01 03:17:00+00:00,device-001,22.92,44.0
199,2024-08-01 03:18:00+00:00,device-001,22.87,44.61
200,2024-08-01 03:19:00+00:00,device-001,22.77,44.11
201,2024-08-01 03:20:00+00:00,device-001,22.92,44.5
202,2024-08-01 03:21:00+00:00,device-001,23.04,45.04
203,2024-08-01 03:22:00+00:00,device-001,22.74,45.26
204,2024-08-01 03:23:00+00:00,device-001,23.19,43.52
205,2024-08-01 03:24:00+00:00,device-001,23.02,44.61
206,2024-08-01 03:25:00+00:00,device-001,22.93,43.62
207,2024-08-01 03:26:00+00:00,device-001,23.04,44.16
208,2024-08-01 03:27:00+00:00,device-001,22.93,43.74
209,2024-08-01 03:28:00+00:00,device-001,22.71,43.42
210,2024-08-01 03:29:00+00:00,device-001,23.06,43.49
211,2024-08-01 03:30:00+00:00,device-001,22.5,43.8
212,2024-08-01 03:31:00+00:00,device-001,22.74,43.55
213,2024-08-01 03:32:00+00:00,device-001,22.82,42.98
214,2024-08-01 03:33:00+00:00,device-001,23.11,43.19
215,2024-08-01 03:34:00+00:00,device-001,22.81,44.7
216,2024-08-01 03:35:00+00:00,device-001,22.79,43.98
217,2024-08-01 03:36:00+00:00,device-001,22.76,45.01
218,2024-08-01 03:37:00+00:00,device-001,23.41,43.24
219,2024-08-01 03:38:00+00:00,device-001,23.22,43.84
220,2024-08-01 03:39:00+00:00,device-001,22.34,43.25
221,2024-08-01 03:40:00+00:00,device-001,22.84,44.0
222,2024-08-01 03:41:00+00:00,device-001,23.05,44.4
223,2024-08-01 03:42:00+00:00,device-001,22.83,43.42
224,2024-08-01 03:43:00+00:00,device-001,22.54,44.73
225,2024-08-01 03:44:00+00:00,device-001,22.48,44.77
226,2024-08-01 03:45:00+00:00,device-001,22.51,43.3
227,2024-08-01 03:46:00+00:00,device-001,22.57,43.82
228,2024-08-01 03:47:00+00:00,device-001,23.17,43.27
229,2024-08-01 03:48:00+00:00,device-001,22.48,43.7
230,2024-08-01 03:49:00+00:00,device-001,22.29,43.43
231,2024-08-01 03:50:00+00:00,device-001,22.87,43.79
232,2024-08-01 03:51:00+00:00,device-001,22.66,43.27
233,2024-08-01 03:52:00+00:00,device-001,22.55,44.42
234,2024-08-01 03:53:00+00:00,device-001,22.53,43.7
235,2024-08-01 03:54:00+00:00,device-001,22.77,44.05
236,2024-08-01 03:55:00+00:00,device-001,22.85,43.3
237,2024-08-01 03:56:00+00:00,device-001,22.91,43.34
238,2024-08-01 03:57:00+00:00,device-001,22.81,43.3
239,2024-08-01 03:58:00+00:00,device-001,23.28,44.16
240,2024-08-01 03:59:00+00:00,device-001,22.6,44.0
241,2024-08-01 04:00:00+00:00,device-001,22.8,43.44
242,2024-08-01 04:01:00+00:00,device-001,22.5,44.19
243,2024-08-01 04:02:00+00:00,device-001,22.72,43.54
244,2024-08-01 04:03:00+00:00,device-001,22.74,43.73
245,2024-08-01 04:04:00+00:00,device-001,23.2,44.13
246,2024-08-01 04:05:00+00:00,device-001,22.83,43.61
247,2024-08-01 04:06:00+00:00,device-001,23.0,43.53
248,2024-08-01 04:07:00+00:00,device-001,22.81,43.27
249,2024-08-01 04:08:00+00:00,device-001,22.82,43.05
250,2024-08-01 04:09:00+00:00,device-001,23.02,43.87
251,2024-08-01 04:10:00+00:00,device-001,22.53,43.51
252,2024-08-01 04:11:00+00:00,device-001,22.68,42.9
253,2024-08-01 04:12:00+00:00,device-001,22.94,44.12
254,2024-08-01 04:13:00+00:00,device-001,22.69,43.94
255,2024-08-01 04:14:00+00:00,device-001,22.8,42.98
256,2024-08-01 04:15:00+00:00,device-001,22.8,43.36
257,2024-08-01 04:16:00+00:00,device-001,22.71,44.07
258,2024-08-01 04:17:00+00:00,device-001,23.23,43.3
259,2024-08-01 04:18:00+00:00,device-001,22.39,44.13
260,2024-08-01 04:19:00+00:00,device-001,22.65,43.22
261,2024-08-01 04:20:00+00:00,device-001,22.8,44.46
262,2024-08-01 04:21:00+00:00,device-001,22.82,43.37
263,2024-08-01 04:22:00+00:00,device-001,22.77,43.91
264,2024-08-01 04:23:00+00:00,device-001,23.06,43.74
265,2024-08-01 04:24:00+00:00,device-001,23.28,43.28
266,2024-08-01 04:25:00+00:00,device-001,22.67,44.36
267,2024-08-01 04:26:00+00:00,device-001,22.92,43.43
268,2024-08-01 04:27:00+00:00,device-001,23.13,43.49
269,2024-08-01 04:28:00+00:00,device-001,23.17,44.2
270,2024-08-01 04:29:00+00:00,device-001,23.37,43.65
271,2024-08-01 04:30:00+00:00,device-001,22.98,43.06
272,2024-08-01 04:31:00+00:00,device-001,22.51,43.46
273,2024-08-01 04:32:00+00:00,device-001,23.42,44.06
274,2024-08-01 04:33:00+00:00,device-001,23.61,42.79
275,2024-08-01 04:34:00+00:00,device-001,22.51,44.68
276,2024-08-01 04:35:00+00:00,device-001,22.84,43.03
277,2024-08-01 04:36:00+00:00,device-001,22.72,42.87
278,2024-08-01 04:37:00+00:00,device-001,22.93,43.39
279,2024-08-01 04:38:00+00:00,device-001,23.1,43.53
280,2024-08-01 04:39:00+00:00,device-001,22.92,44.21
281,2024-08-01 04:40:00+00:00,device-001,22.89,43.33
282,2024-08-01 04:41:00+00:00,device-001,23.2,44.35
283,2024-08-01 04:42:00+00:00,device-001,23.4,43.14
284,2024-08-01 04:43:00+00:00,device-001,22.75,42.89
285,2024-08-01 04:44:00+00:00,device-001,23.23,43.82
286,2024-08-01 04:45:00+00:00,device-001,22.98,43.97
287,2024-08-01 04:46:00+00:00,device-001,22.68,43.07
288,2024-08-01 04:47:00+00:00,device-001,23.35,43.74
289,2024-08-01 04:48:00+00:00,device-001,23.41,43.57
290,2024-08-01 04:49:00+00:00,device-001,23.31,43.44
291,2024-08-01 04:50:00+00:00,device-001,22.74,42.92
292,2024-08-01 04:51:00+00:00,device-001,23.41,42.18
293,2024-08-01 04:52:00+00:00,device-001,23.26,43.65
294,2024-08-01 04:53:00+00:00,device-001,23.34,43.3
295,2024-08-01 04:54:00+00:00,device-001,22.98,43.07
296,2024-08-01 04:55:00+00:00,device-001,23.31,43.71
297,2024-08-01 04:56:00+00:00,device-001,23.64,44.2
298,2024-08-01 04:57:00+00:00,device-001,23.45,43.37
299,2024-08-01 04:58:00+00:00,device-001,24.06,43.06
300,2024-08-01 04:59:00+00:00,device-001,22.96,43.94
301,2024-08-01 05:00:00+00:00,device-001,23.35,43.29
302,2024-08-01 05:01:00+00:00,device-001,23.46,42.94
303,2024-08-01 05:02:00+00:00,device-001,23.62,42.89
304,2024-08-01 05:03:00+00:00,device-001,23.75,42.73
305,2024-08-01 05:04:00+00:00,device-001,23.34,43.27
306,2024-08-01 05:05:00+00:00,device-001,23.43,43.35
307,2024-08-01 05:06:00+00:00,device-001,24.0,43.38
308,2024-08-01 05:07:00+00:00,device-001,23.5,43.5
309,2024-08-01 05:08:00+00:00,device-001,24.1,44.1
310,2024-08-01 05:09:00+00:00,device-001,23.94,42.63
311,2024-08-01 05:10:00+00:00,device-001,23.27,43.38
312,2024-08-01 05:11:00+00:00,device-001,23.18,42.6
313,2024-08-01 05:12:00+00:00,device-001,24.16,43.25
314,2024-08-01 05:13:00+00:00,device-001,24.14,43.9
315,2024-08-01 05:14:00+00:00,device-001,23.58,42.12
316,2024-08-01 05:15:00+00:00,device-001,23.78,43.17
317,2024-08-01 05:16:00+00:00,device-001,23.6,43.38
318,2024-08-01 05:17:00+00:00,device-001,24.07,43.49
319,2024-08-01 05:18:00+00:00,device-001,24.01,43.94
320,2024-08-01 05:19:00+00:00,device-001,23.79,44.24
321,2024-08-01 05:20:00+00:00,device-001,23.43,44.06
322,2024-08-01 05:21:00+00:00,device-001,24.0,43.36
323,2024-08-01 05:22:00+00:00,device-001,24.01,43.8
324,2024-08-01 05:23:00+00:00,device-001,24.31,44.55
325,2024-08-01 05:24:00+00:00,device-001,23.76,43.48
326,2024-08-01 05:25:00+00:00,device-001,23.58,43.66
327,2024-08-01 05:26:00+00:00,device-001,23.89,43.02
328,2024-08-01 05:27:00+00:00,device-001,23.31,43.9
329,2024-08-01 05:28:00+00:00,device-001,24.45,43.54
330,2024-08-01 05:29:00+00:00,device-001,24.36,43.62
331,2024-08-01 05:30:00+00:00,device-001,23.93,42.9
332,2024-08-01 05:31:00+00:00,device-001,23.88,44.09
333,2024-08-01 05:32:00+00:00,device-001,24.26,43.64
334,2024-08-01 05:33:00+00:00,device-001,24.5,43.87
335,2024-08-01 05:34:00+00:00,device-001,24.2,43.09
336,2024-08-01 05:35:00+00:00,device-001,24.39,43.75
337,2024-08-01 05:36:00+00:00,device-001,24.25,44.37
338,2024-08-01 05:37:00+00:00,device-001,24.02,42.78
339,2024-08-01 05:38:00+00:00,device-001,24.17,43.88
340,2024-08-01 05:39:00+00:00,device-001,24.43,44.0
341,2024-08-01 05:40:00+00:00,device-001,23.65,42.79
342,2024-08-01 05:41:00+00:00,device-001,23.99,43.31
343,2024-08-01 05:42:00+00:00,device-001,24.41,43.5
344,2024-08-01 05:43:00+00:00,device-001,24.61,43.18
345,2024-08-01 05:44:00+00:00,device-001,24.04,43.47
346,2024-08-01 05:45:00+00:00,device-001,24.06,43.67
347,2024-08-01 05:46:00+00:00,device-001,24.37,43.49
348,2024-08-01 05:47:00+00:00,device-001,24.3,43.27
349,2024-08-01 05:48:00+00:00,device-001,23.84,43.68
350,2024-08-01 05:49:00+00:00,device-001,24.49,43.5
351,2024-08-01 05:50:00+00:00,device-001,24.09,43.81
352,2024-08-01 05:51:00+00:00,device-001,24.84,43.1
353,2024-08-01 05:52:00+00:00,device-001,24.48,43.32
354,2024-08-01 05:53:00+00:00,device-001,24.56,43.28
355,2024-08-01 05:54:00+00:00,device-001,24.76,43.67
356,2024-08-01 05:55:00+00:00,device-001,24.74,43.21
357,2024-08-01 05:56:00+00:00,device-001,24.36,43.86
358,2024-08-01 05:57:00+00:00,device-001,24.6,43.44
359,2024-08-01 05:58:00+00:00,device-001,24.34,42.9
360,2024-08-01 05:59:00+00:00,device-001,24.6,43.84
361,2024-08-01 06:00:00+00:00,device-001,24.42,44.1
362,2024-08-01 06:01:00+00:00,device-001,24.08,43.84
363,2024-08-01 06:02:00+00:00,device-001,24.16,44.11
364,2024-08-01 06:03:00+00:00,device-001,25.17,43.21
365,2024-08-01 06:04:00+00:00,device-001,24.54,42.95
366,2024-08-01 06:05:00+00:00,device-001,24.66,42.84
367,2024-08-01 06:06:00+00:00,device-001,24.27,43.95
368,2024-08-01 06:07:00+00:00,device-001,24.99,44.28
369,2024-08-01 06:08:00+00:00,device-001,25.2,43.47
370,2024-08-01 06:09:00+00:00,device-001,24.55,44.3
371,2024-08-01 06:10:00+00:00,device-001,24.85,44.18
372,2024-08-01 06:11:00+00:00,device-001,24.9,43.44
373,2024-08-01 06:12:00+00:00,device-001,24.46,42.9
374,2024-08-01 06:13:00+00:00,device-001,25.24,44.6
375,2024-08-01 06:14:00+00:00,device-001,24.43,43.45
376,2024-08-01 06:15:00+00:00,device-001,24.54,43.57
377,2024-08-01 06:16:00+00:00,device-001,25.11,43.71
378,2024-08-01 06:17:00+00:00,device-001,25.17,43.33
379,2024-08-01 06:18:00+00:00,device-001,24.6,43.82
380,2024-08-01 06:19:00+00:00,device-001,24.96,43.7
381,2024-08-01 06:20:00+00:00,device-001,24.67,43.71
382,2024-08-01 06:21:00+00:00,device-001,24.56,43.51
383,2024-08-01 06:22:00+00:00,device-001,24.63,43.75
384,2024-08-01 06:23:00+00:00,device-001,24.73,43.36
385,2024-08-01 06:24:00+00:00,device-001,24.43,44.1
386,2024-08-01 06:25:00+00:00,device-001,24.75,43.42
387,2024-08-01 06:26:00+00:00,device-001,24.73,44.17
388,2024-08-01 06:27:00+00:00,device-001,24.5,43.29
389,2024-08-01 06:28:00+00:00,device-001,24.58,43.82
390,2024-08-01 06:29:00+00:00,device-001,24.73,43.31
391,2024-08-01 06:30:00+00:00,device-001,24.8,43.88
392,2024-08-01 06:31:00+00:00,device-001,24.76,43.7
393,2024-08-01 06:32:00+00:00,device-001,24.76,44.4
394,2024-08-01 06:33:00+00:00,device-001,24.57,44.55
395,2024-08-01 06:34:00+00:00,device-001,24.91,43.59
396,2024-08-01 06:35:00+00:00,device-001,24.77,44.14
397,2024-08-01 06:36:00+00:00,device-001,24.51,44.21
398,2024-08-01 06:37:00+00:00,device-001,24.52,43.75
399,2024-08-01 06:38:00+00:00,device-001,23.95,43.78
400,2024-08-01 06:39:00+00:00,device-001,25.35,43.09
401,2024-08-01 06:40:00+00:00,device-001,25.19,43.86
402,2024-08-01 06:41:00+00:00,device-001,23.97,43.46
403,2024-08-01 06:42:00+00:00,device-001,24.74,44.04
404,2024-08-01 06:43:00+00:00,device-001,24.32,44.27
405,2024-08-01 06:44:00+00:00,device-001,25.06,43.93
406,2024-08-01 06:45:00+00:00,device-001,24.42,43.81
407,2024-08-01 06:46:00+00:00,device-001,25.24,44.36
408,2024-08-01 06:47:00+00:00,device-001,24.32,44.23
409,2024-08-01 06:48:00+00:00,device-001,24.72,43.65
410,2024-08-01 06:49:00+00:00,device-001,24.75,43.39
411,2024-08-01 06:50:00+00:00,device-001,25.46,44.47
412,2024-08-01 06:51:00+00:00,device-001,24.52,44.02
413,2024-08-01 06:52:00+00:00,device-001,24.67,44.3
414,2024-08-01 06:53:00+00:00,device-001,25.22,43.9
415,2024-08-01 06:54:00+00:00,device-001,24.35,43.67
416,2024-08-01 06:55:00+00:00,device-001,24.49,43.96
417,2024-08-01 06:56:00+00:00,device-001,24.88,44.2
418,2024-08-01 06:57:00+00:00,device-001,24.22,43.48
419,2024-08-01 06:58:00+00:00,device-001,24.69,44.48
420,2024-08-01 06:59:00+00:00,device-001,24.72,44.08
421,2024-08-01 07:00:00+00:00,device-001,24.38,42.84
422,2024-08-01 07:01:00+00:00,device-001,24.28,43.72
423,2024-08-01 07:02:00+00:00,device-001,24.21,44.13
424,2024-08-01 07:03:00+00:00,device-001,24.76,44.08
425,2024-08-01 07:04:00+00:00,device-001,24.64,43.9
426,2024-08-01 07:05:00+00:00,device-001,24.29,44.83
427,2024-08-01 07:06:00+00:00,device-001,24.32,43.82
428,2024-08-01 07:07:00+00:00,device-001,24.6,44.19
429,2024-08-01 07:08:00+00:00,device-001,24.27,43.16
430,2024-08-01 07:09:00+00:00,device-001,24.61,43.66
431,2024-08-01 07:10:00+00:00,device-001,24.59,44.16
432,2024-08-01 07:11:00+00:00,device-001,24.53,43.48
433,2024-08-01 07:12:00+00:00,device-001,24.72,44.0
434,2024-08-01 07:13:00+00:00,device-001,24.59,43.95
435,2024-08-01 07:14:00+00:00,device-001,24.03,43.75
436,2024-08-01 07:15:00+00:00,device-001,24.22,43.8
437,2024-08-01 07:16:00+00:00,device-001,24.69,44.53
438,2024-08-01 07:17:00+00:00,device-001,23.91,45.45
439,2024-08-01 07:18:00+00:00,device-001,24.18,43.9
440,2024-08-01 07:19:00+00:00,device-001,24.36,44.37
441,2024-08-01 07:20:00+00:00,device-001,24.22,44.58
442,2024-08-01 07:21:00+00:00,device-001,24.12,45.02
443,2024-08-01 07:22:00+00:00,device-001,24.25,43.77
444,2024-08-01 07:23:00+00:00,device-001,24.9,43.86
445,2024-08-01 07:24:00+00:00,device-001,24.27,45.04
446,2024-08-01 07:25:00+00:00,device-001,24.75,43.79
447,2024-08-01 07:26:00+00:00,device-001,24.12,44.0
448,2024-08-01 07:27:00+00:00,device-001,24.26,43.89
449,2024-08-01 07:28:00+00:00,device-001,23.7,44.53
450,2024-08-01 07:29:00+00:00,device-001,24.22,44.83
